cleaned_tweet,true_label,predicted_label,true_label_name,predicted_label_name
rafael was right for doing what he did i hate you jane janethevirgin,1,2,offensive_language,neither
fugly loose hoe,1,0,offensive_language,hate_speech
and what about the devious women who take used condoms then steal the man sperm and impregnate themselves with a turkey baster oh but the lefty feminists at the guardian do not want to discuss that gender mras redpill manosphere feminazi mgtow fathers paternity,1,2,offensive_language,neither
glad to finally be on the gab going to make this place gay in the best way,1,2,offensive_language,neither
alohomora he said confidently pointing his penis at the padlock but nothing happened,2,1,neither,offensive_language
a lawyer representing jordan salter number who was accused of bringing a knife to marjory stoneman douglas high school in parkland florida said he does not blame students for wanting to bring in weapons before you see the pic how many would bet it a niglet caught with a knife,0,2,hate_speech,neither
of course he does not look white to you you are not intelligent enough to observe obvious similarities you are too stupid to be a part of this republic pack your shit retarded degenerate,1,0,offensive_language,hate_speech
gab is the white ghetto,1,2,offensive_language,neither
i do not know about you but i have never considered sweden an ally so what if they are overrun they deserve it so do their smug coal burning women sweden role in this is to provide an example of muzzie immigration,1,0,offensive_language,hate_speech
females get relationship advice from they friends that can not even keep a nigga,2,1,neither,offensive_language
levi to the gps i am going to come up there into that screen and knock that bitch out,2,1,neither,offensive_language
i'm surprised you could read it with slits for eyes,0,2,hate_speech,neither
user high standards that black bitch looks like harambe retarded cousin,0,1,hate_speech,offensive_language
user prestom you could not be more wrong aa is anti white gov program it also hurts the asians,1,2,offensive_language,neither
i really think airpods are overrated tried some and there was no bass in them hoes,2,1,neither,offensive_language
user hitler literally killed off number number of the world population of jews so who the badder bitch,2,1,neither,offensive_language
user oh wow just learned this word through you but did they use it as an apropiation it to make it stop hurting them like bi guys could do w faggot or did they just use it in a derogatory way,2,1,neither,offensive_language
hey morons at #foxnews and #foxandfriends was it political when bush raised terror threat right before the election lmao at u #teabaggers,1,2,offensive_language,neither
user user sorry i dont speak ching chong ping pong,1,0,offensive_language,hate_speech
being kinky doesnt make you fucking queer jesus christ,2,0,neither,hate_speech
biological traitors that want to wallow in a ghetto,2,1,neither,offensive_language
that other shit for the birds get over yo self,1,2,offensive_language,neither
in hopes of recruiting more women isis opens jihadi finishing school,1,2,offensive_language,neither
stealth goatfucker number,1,0,offensive_language,hate_speech
another demonstration of what a useless joke the uk police are especially retarded to send two unarmed women to apprehend a rapist guaranteed fail bad enough for unarmed pansy men but women how very progressive and equality,1,2,offensive_language,neither
pull up blunt smoking to the weed prada niggers,2,0,neither,hate_speech
blm member living in detroit baltimore youngstown chicago ny la houston or any city with a large crumbling poor dependent ghetto black men women and children lifestyle,1,2,offensive_language,neither
thinks god told him it ok to attack women confuses christianity with islam ideology still says he christian,1,2,offensive_language,neither
i am watching what happening in france with the illegal immigrants all i can think of is why the french still defending mudslimes and illegals i do not think they are thinking straight,0,2,hate_speech,neither
i meant whigger not whither lol,2,1,neither,offensive_language
lmaoo nigger is scared so results are supposed to be out today lol lol,1,0,offensive_language,hate_speech
bitches gettin brave,2,1,neither,offensive_language
nooo amber's supposed to kill me fag,1,0,offensive_language,hate_speech
hp sucks just bought a new laptop and it randomly boots me from the internet the only support they have are sand niggers in india no way are they getting access to my computer save your cash this company is selling junk,1,0,offensive_language,hate_speech
i dont give a single shit who you are if you wear a suit and white cotton socks i am just going to assume you are functionally retarded,1,2,offensive_language,neither
user i really fucking hate you right now,1,2,offensive_language,neither
lol yeah birds be chirping outside bastards,1,2,offensive_language,neither
thinking about getting my nips pierced,1,2,offensive_language,neither
to the two fake bitches who havent checked in w me since my fallout w that white devil remember to choke this morning,2,1,neither,offensive_language
i have seen bull dykes that are far more masculine looking than that,1,0,offensive_language,hate_speech
croats backed ol adolf almost unanimously and czechs slovaks were more or less ok with being under germany wing hitler wanted to kill all slavs is garbage tier yid propaganda same as hitler wanted to kill everyone who was not blonde and blue eyed so true from a board on 8 chan,2,0,neither,hate_speech
user i hate you lowkey praying your gay bones are correct,1,2,offensive_language,neither
ur brother looks so queer and ugly,0,2,hate_speech,neither
user young boy ain t nigger music it nigga music,2,0,neither,hate_speech
kawasaki dating a faggot smh,1,0,offensive_language,hate_speech
yahoo ran with fake muslim harassment story as headline for two days straight commented to them for two days that this was unverified and they should not report as fact buried the news that she was committing crime to about 2 5 th place today they purvey fake news daily user,1,2,offensive_language,neither
i mean i am all for promoting and educating on abortions specifically in immigrant heavy communities but hysterectomy that going a little too far,1,2,offensive_language,neither
terciduk all blacks lain macam england ni,2,1,neither,offensive_language
by police records on domestic violence calls over number percent of the time its the females being violent yet seldom arrested on college campuses nationwide only number out of number reports of rape prove to be rape just vicious women trying to ruin a mans life think hard on that before passing any laws,1,2,offensive_language,neither
cracker,1,0,offensive_language,hate_speech
the isis flag says all jews number and rabbis in israel believe that god created isis using angels to punish the nations that deserve to be punished these are isis flags in dearborn michigan usa you do the math,1,0,offensive_language,hate_speech
user abortion is one of the big issues i have with the christ cucks could you image the us today with an extra number million ghetto dindus the large drops in crime we saw in the 9 0 were due partly to abortion legalized in the 7 0,1,2,offensive_language,neither
stupid ass hoe,1,0,offensive_language,hate_speech
user user she not a historian a jihadi is the correct term,1,2,offensive_language,neither
rutgers terminated mike rice's contract by repeatedly calling it a cunt while hurling balls at it until it finally kill,1,0,offensive_language,hate_speech
kurotsuchi me fuck you you ugly asshole i hate you,2,0,neither,hate_speech
people downloading time hop to be reminded they were faggots a year ago too,1,0,offensive_language,hate_speech
lol the blacks in las vegas have seem to adopted our culture it seem i wonder if they will adopted our calm nature and no more ghetto culture we shall see stay tuned folks,0,1,hate_speech,offensive_language
he talking about hoes be thinking cause i buy you shit and give you money they gone get the same treatment,2,1,neither,offensive_language
soy look i know i have fucked a few asians here and there but i highly doubt my face looks like soy sauce,1,0,offensive_language,hate_speech
user pick up i am number man i am not a troll or a retard,1,2,offensive_language,neither
baloney they do not need our men and women they have their own brave soldiers and the women are as tough as the men don t piss them off,2,0,neither,hate_speech
one of the worst show to movie conversions ever last airbender i had succesfully forgotten about that hoe til i seen its on hulu,2,1,neither,offensive_language
you have a redneck attitude the same people that think benghazzi is real think fox fake nws is real your one,0,2,hate_speech,neither
go to any whole foods in a swipple neighborhood and watch the hillary and bernie supporters quietly avoid the lines with negro cashiers similarly there are not many leftists who seek out negro physicians and dentists when your health is on the line race realism trumps race quotas,1,0,offensive_language,hate_speech
i fucking hate sweden for making the case that women should not be involved in politics muh feminist govt is a joke swedish grade school hires muslim migrant as counselor he does what muslims do tries to hump kids,1,0,offensive_language,hate_speech
indeed ncaa football is as corrupt of as the nfl maybe half of the players in the ncaa are ghetto morons who lack the minds suitable for academics,1,2,offensive_language,neither
ariza is a snake and a coward but at least he isn't a cripple like your hero roach lmaoo,0,2,hate_speech,neither
user user this song by amy winehouse i am telling you go to karaoke anywhere and the white bitches will all unanimously sigh when it comes on because they mad they wanted to sing it,1,2,offensive_language,neither
do you really think this black ghetto whore would stand a chance her husband was a loser and people know she was racist spent money like it wa water and almost starved our kids to death with her lunch programs be like running hillary again,1,0,offensive_language,hate_speech
i know these niglets heard me screaming,1,0,offensive_language,hate_speech
star trek discovery do not have a single straight white male character the crew is full of cunts niggers faggots and have a kike captain start trek was always a liberal franchise full of jews niggers but libshits cut out straight white males from their visions of the future absolutely,1,0,offensive_language,hate_speech
songs are considered racist but paki moslem child rape gangs are not,1,0,offensive_language,hate_speech
well number there are hundreds of thousands if not millions of instances of blacks saying kill all whites on twitter that will never get removed number even in the rare instance of a tweet post removal it almost certain the user wasn t banned point being google apple do not enforce their standard,1,0,offensive_language,hate_speech
justice is a bitch if you are a criminal lol,2,1,neither,offensive_language
hello dare momma i show glad dat u follow me u lbe screamin hot in dem pitchers you eva b wit colored men,2,1,neither,offensive_language
trump number yrs ago obama had number million green cards made up they were number go2 the refugees and illegals do not let them stay he also had number million ssi cards he stole from dead ppl,0,2,hate_speech,neither
right so if a doctor do not want to operate on a black guy or an ambulance driver do not want to drive into the ghetto they do not have to,1,2,offensive_language,neither
the phrase assad uses chemicals weapons is code for israel wants a final solution implemented on the arabs,1,2,offensive_language,neither
meanwhile an entire company gets shutdown for diversity training because two coons decided to loiter and then refuse police orders to disperse that called privilege and blacks have it,0,2,hate_speech,neither
interesting note the same agent that shot the wife while she held her baby would go on to sport shoot again in waco during the federal assault and murder of over number men women and children these people are simply privileged terrorists masquerading as honorable men like congress,1,2,offensive_language,neither
did you know that mohammad merely converted a whopping number arabs to islam over a number year period i would label that as an epic failure islams growth was purely through terror jihad hijra conquest,1,0,offensive_language,hate_speech
screw the little porch monkey,1,0,offensive_language,hate_speech
user might wanna add that anning is a literal nazi,1,2,offensive_language,neither
well maybe if you are a number albino nigger it just too difficult,1,0,offensive_language,hate_speech
is not malte muslim too sickening tweets,1,2,offensive_language,neither
still blocking on twitter sameed you are such a fucking muzrat pussy lololololol,0,1,hate_speech,offensive_language
so long as this double standard exists there will be the risk of war british terrorists and their traitorous lackey caused the violence in ireland the killed children do you see the irish refusing to talk to people maybe you should this british hypocrisy has gone on long enough,1,0,offensive_language,hate_speech
you can change your heart but you can not change your fellow man heart if a group of people participates in honor killings genital mutilations treating women as property and legal pedophilia the chances of you changing that are remote we have got our nation and they have got theirs trump maga,1,0,offensive_language,hate_speech
user they did nazi that coming,1,2,offensive_language,neither
user has been suspended on twitter again looks like silicon valley is going to make sure all conservatives are relegated to the gab ghetto for the next election cycle,1,2,offensive_language,neither
free gay muscle anime pictures best household sex toys sex change tests,1,2,offensive_language,neither
the awc era is so ghetto i hate it here,1,2,offensive_language,neither
hey fag i 3 you,0,1,hate_speech,offensive_language
to get past boot camp and go active a few years see what we really do daily you liberal pussy,0,1,hate_speech,offensive_language
negro his biological son there to take back his property i can not find any discrepancies between observed reality and this hypothetical situation,1,2,offensive_language,neither
user these stats are so retarded kante aint playing a cdm and still has similar defending stats,1,2,offensive_language,neither
user user user user anti muslims feel so happy that muslim ummah is weak and sleeping and is worrying for economy crisis no doubts india is a big consumer market for greedy western muslim countries so they are ignoring oppression with minorities by modi hitler in kashmir under threat india,0,2,hate_speech,neither
football was fun to watch when you had personalities in it now you have few dozen black lookalike robotons running around the field doing exactly the same thing sport that got taken over by democratic plantation ghetto afros,1,2,offensive_language,neither
user girl i use my email for anything important cause that shit too ghetto,1,2,offensive_language,neither
all liberals christians conservatives soldiers nationalsocialists feminists gays libertarians trumpters etc want money to be happy and therefore were in reaility national capitalists nc thats the narrative jews dont want you to hear because it would unite us vs them,2,0,neither,hate_speech
in the oregon gay couple bake case the bakery lost in appeal court and has to pay mucho dineros to lesbo couple so now the state tells you how you can run your business sound orwellian to me hope it goes to scourt,2,0,neither,hate_speech
ppl in this town strive to act ghetto bitch if u don t go back to ur number million house on top of haven,2,1,neither,offensive_language
dude fucking mono sucks and my bed is trash,1,2,offensive_language,neither
normally i just ignore gop solicitations but i really should start returning them with a note that says fuck you ask one of your pet beaners for some money,0,2,hate_speech,neither
every time neocohens and neolibshits bomb a moslem country into holding elections an islamist party inevitably wins the idea that the majority of iranians want anything other than an islamic theocracy is just empirically groundless what we are seeing on iran streets is just a vocal minority,1,0,offensive_language,hate_speech
yea stunned the fbi are a bunch of ratfaced jews,0,1,hate_speech,offensive_language
user user women can not be wise estrogen makes them retarded,0,2,hate_speech,neither
i was gonna wear a sparkly slutty dress today but it all cold and shitty out and i am a lil bitch when it comes to cold days,2,1,neither,offensive_language
niggas say hahahaha you live with your mom hahaha you must be poor nigger i just spent money on a new computer for my mom kindly fuck off pls kthx number,1,0,offensive_language,hate_speech
becasue pakis and russians work cheaper and are indentured servants due to h1b status rules so they must do as you say or they are deported,2,0,neither,hate_speech
theresa may has recorded a video wishing jews a happy passover she did the same for moslems at ramadam it seems someone forgot to tell the old bag to do the same for easter or she thinks so little of christians she could not be bothered,2,0,neither,hate_speech
you guys should have been nicer to him sucks that a few white kids will feel forced into violence like this sad products of our antiwhite society that has no place for them hewasagoodboy,1,0,offensive_language,hate_speech
this week's rfn segment is in the can i discuss idaho being a faggot marriage state just like washington,0,1,hate_speech,offensive_language
don't like to trash talking either way but to be fair that's just on twitter i'm having a ball on texts,2,1,neither,offensive_language
since refugees acomplished the opposite of what jews wanted that the gentiles hate the arabs instead of the headquarters of satan israel,1,0,offensive_language,hate_speech
king was fire king ti vs tip and that troubleman albums all trash most def,1,2,offensive_language,neither
i wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends,2,1,neither,offensive_language
the whole time she was signaling an apology for the nigger without ever saying it directly yeah,1,0,offensive_language,hate_speech
i got to pay for my own birthday nails ghetto,1,2,offensive_language,neither
rickie shitstache the rest of these pussies better enjoy this back injury 2015 will be nothing but birdie putts and,1,2,offensive_language,neither
both are children yes i talk to men about ideas i talk to women in funny animal videos,1,2,offensive_language,neither
jealous people are special lol like even if you kill yourself for them they will still be jealous that you are resting in peace,2,0,neither,hate_speech
i name my niggas after nba playersmy nigga larry bird is a strait fuckin#shooter,1,2,offensive_language,neither
sit down faggots,1,0,offensive_language,hate_speech
user muslims just simply should not be in the world,0,2,hate_speech,neither
i just wanna slam my phone across the floor rn maybe that ll help it stop acting retarded,0,1,hate_speech,offensive_language
holy shit the governor of new york is a gay black jewish muslim,1,2,offensive_language,neither
user this ghetto af gimme one,1,2,offensive_language,neither
i don't support that ya idiot and if i'm a teabagger you're being teabagged #openwide,0,1,hate_speech,offensive_language
blaxican,1,2,offensive_language,neither
omg i am also seeing the white devil herself lana next week i am,0,2,hate_speech,neither
i fully agree the ghetto and criminal underclasses make all the decent blacks look bad,1,2,offensive_language,neither
night jigaboo,2,0,neither,hate_speech
one nigga from the past told me one thing i'd never forget one mans trash is another mans treasure,1,2,offensive_language,neither
if you think ronaldo is better than messi you are either a liar or a retard,2,1,neither,offensive_language
i need a new gay hashtag i got cute pictures to post dammit,1,2,offensive_language,neither
your a greaser,2,0,neither,hate_speech
user as in retarded,1,2,offensive_language,neither
he loves his daughter more than himself doubt he endangers his grandkids yet yid marries his daughter doubt accidentally yids prepared to stub trump from inside they knew that opposition was preparing him for the last number years to overthrow order i think for his daughter he would cave in,1,0,offensive_language,hate_speech
superman your ho eyyyy,1,2,offensive_language,neither
literally every man in my fam copped a bad white bitch as a wife i ain't even boutta break da chain unless a latina comes around,0,1,hate_speech,offensive_language
i'm a faggot i agree,1,0,offensive_language,hate_speech
old cunt needs to die,1,0,offensive_language,hate_speech
i'm a get money nigga so da hoes love me,0,1,hate_speech,offensive_language
bro everybody is a ho then fuck it your favorite color is mango red you are a ho you charge your phone all the way to 100 ho smh,0,1,hate_speech,offensive_language
user well during ramadan do muslims sit at home don t work and islam is based on democracy is biggest joke,1,2,offensive_language,neither
i called my boyfriend a broke bitch one time n he still won t unblock me i hate you la niggas,0,1,hate_speech,offensive_language
if an uninformed person were to watch american tevision black people would appear to represent half the population while latinos asians and native americans would represent number this is a lie,1,2,offensive_language,neither
#christianbale should be kissing #moses ass for his fight with god otherwise we might all be fucking dead #retarded #ass #actor #faggot,1,0,offensive_language,hate_speech
lmaooo she a tranny if she can open a jar of pickles by herself,0,1,hate_speech,offensive_language
user nigger is still jesus christ for all this niggers,2,0,neither,hate_speech
you just knew this rag head would be all over magic negro day,2,0,neither,hate_speech
whoever had mr ramlogan for uwi business law tho racist mudda cunt,0,1,hate_speech,offensive_language
these kids are pussies we got a white trash kid a thugnasty wanna be up in here,1,0,offensive_language,hate_speech
my nips are freeeeezing and that's not okay because they're slicing through my bra,1,2,offensive_language,neither
in writing you must kill all your darlings william faulkner,2,0,neither,hate_speech
i hate you black bastards,1,0,offensive_language,hate_speech
if they are seeking asylum from a terrible mussie country why then are they working so hard to turn these gracious countries into the very mussie countries they claim to be fleeing we all know that answer immediately,0,2,hate_speech,neither
thank you one a day for making your vitamins the size of a fucking twinkie i love giving myself the heimlich maneuver every mo,1,2,offensive_language,neither
here is the thing you can love or hate whoever you like they certainly do not all jews are bad not all whites are good but there is definitely an agenda that i see,2,0,neither,hate_speech
user user quillette is nazi propaganda what a surprise,1,2,offensive_language,neither
like brazil many are descendants of west africa social constructs labels classifications have ruined a many people who falsely self identify as white or just do not even know abt their native land all b c of them bum ass caucazoids aka caucasians,1,2,offensive_language,neither
user my iq is relevant when someone that has never met me assumes i am retarded thinks they can put me down with flippant theories that are at best laughable i read many bibles my favorite is dakes,1,2,offensive_language,neither
bitches be childish,2,1,neither,offensive_language
don't make me make you fall in live with a nigga like meee the birds 1 2 are my favorite songs by weeknd,1,2,offensive_language,neither
money says she a an overweight dyke with blue or purple hair and piercings who probably has not bathed in weeks not to mention a total fucking poseur the dude was probably thinking what the actual fuck not i d like to fuck that thot,0,1,hate_speech,offensive_language
#illneverunderstandwhy anyone from jersey shore is famous i should go be a guido shitbag if it means money for my family,1,2,offensive_language,neither
bij vraag wat is d naam van de engels des doods dacht eerst robert ik israel uhm iets met gargamel hoe heet die kat ook al weer oja azrael,1,2,offensive_language,neither
so you are just going to shift to a different topic say amnat is raced based civnat is not then i will talk to you about bus throwing and gook posting,0,2,hate_speech,neither
watch the blacks and whiggers cry,1,0,offensive_language,hate_speech
found cheese cracker sandwiches in the cabinet a year expired ate them anyway if i die tonight these will be the worst l,2,0,neither,hate_speech
user wave migration is being cracked down on i doubt it going to be too much diverse in the future only vetted immigrants,1,2,offensive_language,neither
i thought best buy was super empty and the faggots open at number,2,0,neither,hate_speech
user read the koran its not allowed for muzzie to convert,0,2,hate_speech,neither
national capitalism now no wanting people to have money is hatespeech and stop calling it national capitalism we jews decided political dissenters of zionism should call themselves national socialists so that conservatives and christians capitalists never listen to them,1,2,offensive_language,neither
it's a bob schieffer holiday now he's proud and smitten that he's the good white guy hicks be damned everything is 1965 everything,1,2,offensive_language,neither
england is percent white actually you should get statistics that do not include pakis as white,1,2,offensive_language,neither
mam ren e doet in haar rol net of ze ongesteld is wat is ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,2,1,neither,offensive_language
the republican efforts to get their own magic negro into the presidency was an attempt to recreate a kinder friendlier version of obama they could lead him by the nose on foreign policy while keeping economic policy status quo and getting less racial tension libs were right uncle tom,1,0,offensive_language,hate_speech
french start backing marine for french president as she says she will stop islam take france out of eu poll lead jump,2,0,neither,hate_speech
y'all ain't gots no colored folk on da show i tinks dats be racist and shit #thetoddshow,1,2,offensive_language,neither
clowns in this bitch,2,1,neither,offensive_language
joe cortez is the ultimate faggot that fight proved it,0,1,hate_speech,offensive_language
define mentally ill that easy democrat there gun violence fixed,1,2,offensive_language,neither
i wish you all niggers stop wearing these fat ass fanny packs i hate them,1,0,offensive_language,hate_speech
wow what a faggot,1,0,offensive_language,hate_speech
nothing says white bitch more than getting excited about almond butter,1,2,offensive_language,neither
ever nigga that pillow talk is a faggot why talk down on another nigga,1,0,offensive_language,hate_speech
absolutely but do you really think we should be allowing ghetto blacks to redefine our language,1,2,offensive_language,neither
user it started in number you dolt maybe your muslim brother obama should explain,1,2,offensive_language,neither
me too but i still dis like jews and rather not have them follow me,0,1,hate_speech,offensive_language
the conversion to metric would make that number jigaboo watts i can do it on the fly because i am always having to convert nigger watt hours to jigaboo watts,2,0,neither,hate_speech
hey rachel g my name isint kenneth ok let's just get that straight you best be backing off before i go ghetto,2,1,neither,offensive_language
when did michael kors become a ghetto brand any time a lot of black ppl get a brand y all call it ghetto its annoying,1,2,offensive_language,neither
i do not wanna be on twitter when the verdict for the white bitch who killed the black man in his own apartment is announced if it not guilty on murder charges i just can not be on here,2,1,neither,offensive_language
one of the stupidest things a plug can do is skimp a nigga that knows where he lives ima knock you off every time,1,2,offensive_language,neither
who the fuck calls their sister trailer trash,2,1,neither,offensive_language
im gonna lesbian porn so yea,2,1,neither,offensive_language
i basically refuse to believe this is real i refuse to believe that the bbc has a fucking ebonics version translator page too retarded to be believed i am not saying i will not someday but for now no this is not real to me for now,1,2,offensive_language,neither
done wit yo nigga i just want his wallet,2,1,neither,offensive_language
imagine a racialist tribe like the jews and their central hero is king of the aryans do you see how fucking stupid you are christian you dont but that why i am here to hold a mirror in front of your retarded face,1,0,offensive_language,hate_speech
number of white women have non white babies because of the brain washing of the media they date men of color to prove they are not racist wind up with muslims ghetto men and members of the drug cartel,1,0,offensive_language,hate_speech
user user do you mean palette you utter hillbilly,1,2,offensive_language,neither
i see user she a sheeboon reich dyke like farakoon,0,2,hate_speech,neither
today's spy ops sexy smooth soles they would feel good on shaft and balls love the grass stains on the other,1,2,offensive_language,neither
but this emotional shit is absolutely for the birds,1,2,offensive_language,neither
monday is a holiday for a nigger who was a communist and liked to have sex with very young girls he is honored what about washington and lincoln they used to have holidays but now its lumped together as presidents day cuz their white,0,2,hate_speech,neither
what did he mean by this number days before a spic does a shooting,1,0,offensive_language,hate_speech
rise up gonna get higher and higher its all hips and nips otherwise i ain't eating,1,2,offensive_language,neither
so my iphone still thinks fuck is duck but it auto corrects hufflepuff with no issue number is gay af,2,1,neither,offensive_language
all u can pull is the fucking retard,0,1,hate_speech,offensive_language
user show me the black muslims bc im calling bs on this and you should too,1,2,offensive_language,neither
user yes chuckster legal immigrants made america not the gimmes of today,1,2,offensive_language,neither
so in the end no refugees fleeing from war get help yes a large of muslims rejected from your western wonderland like you have always dreamed n wanted but then you realize that your racist overlords also block atheist exmuslim asylum seekers because they are what racist,2,0,neither,hate_speech
i'm redneck crazy,2,1,neither,offensive_language
user puppy user can you post this on the gay crossfit post on vd for me 3 x deported hiv wetback tranny has wetbacks protesting that we should give more handouts to illegal wetback trannies number wetback trannies are housed in the cibola county facility transgender unit,1,0,offensive_language,hate_speech
what raped user in the ass,1,2,offensive_language,neither
profesional sports are only enjoyed by white trash,1,0,offensive_language,hate_speech
you're an ugly fat cunt whore you need to odee,1,0,offensive_language,hate_speech
he now resides on the mantle piece,2,1,neither,offensive_language
jews attacking peaceful christian countries using inbred thick muslims as a weapon jews have learnt nothing from the holocaust and german jews even less,1,0,offensive_language,hate_speech
commuting this guy sentence is anti semitic number dimensional chess by sparing one jew a few years in prison he got the photograph of this greasy yarmulke wearing yid named sholom rubashkin at the top of every news website on the planet as the face of illegal immigrant related criminality,2,0,neither,hate_speech
jake tapper says fake media incited gunman at comet pizza he forgets cnn constant false narratives of white racism have incited murder of police officers around america and fueled race riots in several cities if trump or bannon are hurt the blood is on cnn hands pizzagate user,1,2,offensive_language,neither
all asians are ant people except maybe japs,1,2,offensive_language,neither
immigrants wanting to live in our country need to understand number important thing assimilate or leave learn to speak english we desperately needs to shut down the over number mosques we now have thanks to obama compared to the number only number yrs ago pre obama how many terrorists are hiding under religion,1,0,offensive_language,hate_speech
this is a win for maga do u think people realize these non profits are a back door to supporting immigrants plus all the federal so they get welfare non profit grant money taxpayers this is a racket that is on a scale of the clintonfoundation where are investigative reporters,2,0,neither,hate_speech
you're not safe pussy boy looooool,0,1,hate_speech,offensive_language
flabby faced piers morgan deserves to be anally raped by a broken milk bottle,1,2,offensive_language,neither
no wealth doesn't insulate from being called nigger but still does improve empirical quality of life outcomes phenomenally,1,2,offensive_language,neither
that not a compliment a compliment is you are sexy you turn me on not not one look at you and i know i am queer,0,2,hate_speech,neither
not hard to understand why canadian asians are up in arms over calling moslem pedophiles asian,1,2,offensive_language,neither
yikes you can see the insanity on their faces and all men flocking together as if for security i bet a crowd of those muslim women would beat the hell out of a few of these pathetic muslim wimpy looking excuses for men,1,0,offensive_language,hate_speech
do not blow your horn at me cuz you can not drive bitch,2,1,neither,offensive_language
maltese people have shit skin this is so sad number,0,2,hate_speech,neither
the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro,0,2,hate_speech,neither
some people seeing something unusual feel so shocked that they want to kill and destroy it immediately it retarded as all fundamentalism is,2,0,neither,hate_speech
it a colloquialism for cuck you rush to the defense of this bad comedian weirdo yid slut that is a laughing stock of the internet cause you are so upset over a literal gab topic,2,0,neither,hate_speech
user user she will blame it on jews or trump i bet,1,2,offensive_language,neither
user white people have agency unlike mudslime sandniggers who kill random pedastrians without a voice all that is left is violence we will come for journalists and google executives first they will regret what they have done white rebellion free weev weev did nothing wrong just like hitler,0,2,hate_speech,neither
of course cooder's nudes are trash she lives in the dmv what did you expect,1,2,offensive_language,neither
sexy ass yellow bone,1,2,offensive_language,neither
no stop pointing the finger at men shame women who divorce who take the kids demand alimony for life teach their sons to hate their fathers basically guaranteeing they will be gay adults the blame for unwed men lies squarely w haughty mentally ill women misusing the law to destroy society,1,0,offensive_language,hate_speech
the jacob and joshua picks have been very similar as the love for faggot ruslan as well #2accountsgate,1,2,offensive_language,neither
user but also get ready for my dyke fits sweethart,1,2,offensive_language,neither
what did i prove for you that you're blissfully ignorant group thinker political chump and race traitor,2,0,neither,hate_speech
only nazis would charge number bucks for a tee shirt,1,2,offensive_language,neither
dudes shaving without it being for an athletic purpose is gay af you're retarded,0,1,hate_speech,offensive_language
deleted twitter facebook and messanger today am finally done with the censorship and selling of info may fuckerberg become the bitch of a mussel and his wife a sex slave in iran,0,2,hate_speech,neither
it the most accurate poll on the issue and this goathumper knows it whenever the left can not counter with facts they just try to attack the messenger it stupid impotent desperate and does not work,1,2,offensive_language,neither
all y'all some fucking coons,1,0,offensive_language,hate_speech
user jews are the real nazis,1,2,offensive_language,neither
whoeva told ya tha shit was easy they was lyin to ya,2,1,neither,offensive_language
it absolutely is this non whites will save us from white genocide rhetoric is garbage into the trash discarded voting wont accomplish anything the system is designed to prevent that as i said general strikes self defense squads mass marches etc we need less than number of whites,1,2,offensive_language,neither
jews white people need to be diluted so that cock sucking fucking jews can run the world they know that caucasians cannot be tamed,1,0,offensive_language,hate_speech
can this teacher sound even more ghetto and dumb then she is,1,2,offensive_language,neither
attention white south africans do not become part of the worlds hidden history of white extermination as the whites of angola rhodesia algeria mozambique did current western governments hate whites they engage in whiteminoritization anti white propaganda on a daily basis stay strong,2,0,neither,hate_speech
honesty is the best policy unless you have a muzzy go off the rails just does not jive with social justice warriors snowglobe,0,2,hate_speech,neither
great starbucks is now going to pay these two off and adopt an official policy of do not call the cops on nogs then nogs are going to take over the place hoping for a payout i cannot wait for starbucks to become as ghetto tier as chuckecheese,0,2,hate_speech,neither
there must have been too many original inhabitant white londoners in that apartment building so the jihadi gangster london mayor sent round some of his lads to burn down the building also of note once again a tall building on fire did not collapse funny that innit,0,2,hate_speech,neither
a random ghetto spongebob meme number u,1,2,offensive_language,neither
hey gabbers how can one get a channel for the donald made we have twitter refugees coming and most are fans of the potus like me,2,1,neither,offensive_language
user love how they dressed in nazi grey unniforms,1,2,offensive_language,neither
she pooted either young thug gay or this bitch pooted,0,1,hate_speech,offensive_language
as to the moslems do your homework there are no moderate adherents of islam and its shariah law the only good moslem is an apostate,2,0,neither,hate_speech
white car black tint think he was tryna hide her told her she should duck faster lauriana,2,1,neither,offensive_language
number number the ghetto plantation the ghetto plantation was designed to keep them poor desperate and under control while keeping them voting against their own welfare for decades neo marxist saul alinsky based much of his tactics on the democrats approach to blacks and the us government approach to the native americans,2,0,neither,hate_speech
mmm where the fuck is that at honkey u need to wake up and realize its 2013 and get off of the skin,1,0,offensive_language,hate_speech
says the gay nazi we know you do not like women but do not spoil it for the rest of us go back to your hitler youth circle jerk faggot maybe you will get a reach around tonight,0,2,hate_speech,neither
not sure coon is it i do not normally say things about a persons appearance but that is one ugly bitch her ancestors had a lot of simian left in them,0,1,hate_speech,offensive_language
also yes i did bring a whole ass avacado to work and sliced it up because i am a decadent bitch,2,1,neither,offensive_language
lol go find some jews and ask em how they feel about their white privilege,1,0,offensive_language,hate_speech
we all know that one person that could say anything and you just look at them thinking you're retarded stfu #stupidbitches,0,1,hate_speech,offensive_language
jy kelly8 hours ago edited if she really wants to act like a moslem she should get a little bit of the fgm that these scum love so much this bitch makes me sick at my stomach libs like her are the reason trump won,0,1,hate_speech,offensive_language
